Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Total Students,GPA
GER,104,Intermediate German II,5,19,7,12,11,2,4,1,2,0,1,1,1,0,66,3.28
GER,201,German Popular Culture,3,41,23,29,17,10,2,0,1,1,0,0,2,0,129,3.43
GER,205,Germany and Europe,1,13,21,15,13,1,1,1,0,0,0,0,1,0,67,3.42
GER,211,Conversation and Writing I,2,11,4,3,1,0,0,0,1,0,0,0,1,0,23,3.54
GER,250,Grimms' Fairy Tales - ACP,35,175,81,34,46,9,3,4,1,0,2,1,1,0,392,3.65
GER,251,Grimm's Fairy Tales in Context,190,770,223,96,131,37,21,41,22,6,16,4,36,8,1593,3.56
GER,260,The Holocaust in Context - ACP,11,61,32,23,15,5,6,4,1,1,0,0,4,1,163,3.47
GER,261,Representing the Holocaust,37,32,30,11,8,9,1,3,2,1,0,1,0,1,135,3.59
GER,270,History of Sexuality,23,93,30,17,18,5,5,2,0,1,2,0,2,2,198,3.62
GER,420,German Cultural History,1,15,3,2,0,0,0,0,0,1,0,0,0,0,22,3.77
GER,465,History of Germanic Languages,8,23,5,2,3,1,2,0,1,0,0,0,0,0,45,3.71
GER,493,German Cinema I,1,7,7,5,2,1,2,0,0,0,0,0,0,0,25,3.51
GER,494,German Cinema II,0,8,8,1,1,2,0,0,0,0,0,0,1,0,21,3.48
GGIS,101,Global Development&Environment,596,400,49,26,51,7,6,17,1,4,9,2,14,1,1182,3.8
GGIS,103,Earth's Physical Systems,32,45,9,6,11,4,3,6,0,1,5,0,0,0,122,3.52
GGIS,104,Social and Cultural Geography,13,7,9,2,5,3,3,1,2,0,3,0,2,0,50,3.16
GGIS,105,The Digital Earth,3,5,11,11,5,5,2,2,1,0,0,0,4,0,49,3.01
GGIS,106,Geographies of Globalization,32,10,2,6,6,0,0,0,2,0,0,0,4,0,62,3.49
GGIS,204,Cities of the World,15,101,31,21,25,8,8,8,4,1,1,0,1,4,224,3.52
GGIS,210,Social & Environmental Issues,129,55,28,20,21,13,7,8,13,1,5,1,20,1,321,3.31
GGIS,221,Geographies of Global Conflict,0,47,2,2,6,3,1,0,2,0,0,0,0,0,63,3.71
GGIS,224,Environmental Data Science,13,22,2,2,2,1,1,1,0,0,1,0,0,0,45,3.73
GGIS,254,"People, Places & Env of the US",1,74,10,7,12,2,1,5,0,0,0,0,2,0,114,3.63
GGIS,350,Sustainability and the City,0,8,0,17,3,0,0,0,0,0,0,0,0,0,28,3.49
GGIS,371,Spatial Analysis,0,9,5,3,3,1,1,3,0,0,0,0,0,0,25,3.37
GGIS,379,Introduction to GIS,0,76,77,45,44,9,12,12,2,2,8,0,4,0,291,3.29
GGIS,380,Geographic Info Systems II,0,27,18,11,14,0,0,4,1,0,0,0,0,1,75,3.5
GGIS,403,Geographic Info Sci & Systems,0,11,4,1,2,1,0,1,0,0,1,0,1,0,22,3.35
GGIS,407,CyberGIS & Geospatial Data Sci,14,61,19,14,4,2,1,1,1,0,0,0,6,2,123,3.57
GGIS,439,Health Applications of GIS,14,7,5,1,0,1,0,0,0,0,0,0,0,0,28,3.87
GGIS,465,Transportation &Sustainability,6,13,3,0,3,1,2,0,0,0,0,0,0,0,28,3.69
GGIS,466,Environmental Policy,2,24,13,8,5,0,0,2,2,0,0,0,3,1,59,3.4
GGIS,473,Digital Cartography & Map Dsgn,1,26,11,5,2,1,0,2,0,0,0,0,1,0,49,3.63
GGIS,477,Introduction to Remote Sensing,0,32,13,16,4,1,3,1,0,0,2,0,0,0,72,3.54
GLBL,100,Intro to Global Studies,523,1135,461,242,192,54,39,43,27,16,23,16,79,3,2850,3.55
GLBL,130,Resistance Movements,34,18,9,5,5,0,3,0,1,1,0,2,0,0,78,3.64
GLBL,199,Europe in Trouble,10,14,6,3,4,0,2,1,0,0,0,1,1,0,42,3.51
GLBL,200,Foundations of Research,48,41,13,3,4,3,1,1,2,0,0,0,0,0,116,3.8
GLBL,220,Governance,15,27,9,5,5,3,0,4,2,1,2,0,5,0,78,3.27
GLBL,225,Career Development:Internships,8,61,3,4,2,0,0,0,1,2,2,0,3,2,86,3.64
GLBL,240,Global Health,169,159,61,31,22,7,12,7,2,6,4,8,3,4,491,3.64
GLBL,250,Development,41,30,12,9,15,4,1,1,1,0,0,0,1,0,115,3.65
GLBL,270,Intro Global Markets & Society,11,82,29,26,12,1,5,1,0,2,1,1,3,0,174,3.57
GLBL,296,Euro.Sustainability & Degrowth,203,689,278,137,93,31,27,29,9,6,12,7,36,3,1557,3.58
GLBL,340,Global Health: Policy & Govern,9,24,1,2,7,1,0,0,0,0,1,0,0,0,45,3.71
GLBL,350,Poverty in a Global Context,2,73,41,27,11,6,2,2,2,0,1,0,8,1,175,3.44
GLBL,392,Int Diplomacy and Negotiation,40,61,31,13,49,19,6,13,5,3,9,3,22,2,274,3.0
GLBL,450,Poverty Interventions and Eval,4,49,14,6,4,4,1,0,0,0,2,0,6,0,90,3.45
GLBL,494,Research Methods I,5,11,3,0,1,0,0,1,0,0,0,0,1,0,22,3.64
GLBL,499,In't Diplomacy & Negotiation,8,8,3,2,0,1,0,0,0,0,0,0,2,1,24,3.51
GRKM,201,Elementary Modern Greek I,18,9,4,1,0,0,0,0,0,0,0,0,3,0,35,3.6
GRKM,202,Elementary Modern Greek II,5,7,0,3,5,0,1,1,0,0,1,0,0,0,23,3.41
GS,101,Exploring General Studies,4223,8615,1642,869,962,575,358,436,262,123,150,132,569,33,18916,3.55
GS,102,Prep for 21st Cent Challenges,99,201,45,32,43,23,13,12,13,8,8,7,47,0,551,3.2
GS,198,DGS Honors Seminar,287,238,16,4,11,4,2,1,0,0,1,0,2,0,566,3.93
GS,199,College Academic Success,8,151,14,12,10,6,6,5,2,5,4,6,33,0,262,3.11
GSD,101,Intro to Game Studies & Design,16,276,29,17,21,3,2,5,1,2,2,0,3,3,377,3.77
GSD,102,Intro to Videogame Industry,45,37,11,4,7,2,0,6,0,0,3,1,2,0,118,3.59
GSD,103,The Basics of Game Design,55,34,0,4,8,4,3,5,3,3,6,2,13,0,140,3.12
GSD,202,The Role of Play in Life & Art,0,26,2,0,0,0,0,0,0,0,1,0,0,0,29,3.87
GSD,390,2D Game Design with RPG Maker,19,0,0,0,0,1,0,0,0,0,0,1,1,0,22,3.61
GSD,403,Top Down Video Game Design,0,28,3,1,2,0,0,0,0,0,0,0,1,0,35,3.78
GSD,405,Intro Video Game Dev Process,1,32,12,5,2,1,0,1,0,0,0,0,0,0,54,3.77
GWS,100,Intro Gender & Women's Studies,172,734,410,292,399,177,111,134,55,25,36,27,93,8,2665,3.18
GWS,201,"Race, Gender & Power",95,193,106,43,43,26,10,14,11,0,4,5,18,3,568,3.45
GWS,202,Sexualities,161,265,150,76,101,37,17,26,7,3,11,5,31,5,890,3.41
GWS,204,Gender in Gaming,4,31,20,18,9,0,1,0,0,0,0,0,0,0,83,3.65
GWS,250,Gender and Representation,0,32,42,17,18,11,2,2,1,0,0,0,3,0,128,3.38
GWS,255,"Queer Lives, Queer Politics",45,61,33,26,14,7,3,7,2,1,5,0,8,2,212,3.41
GWS,275,The Politics of Fashion,268,122,50,27,43,19,4,16,9,2,5,3,26,2,594,3.5
GWS,282,Feminist and Queer Activisms,31,40,5,2,4,1,0,1,0,0,0,1,0,0,85,3.84
GWS,295,Beginning Topics GWS,3,8,13,15,6,1,2,2,0,0,0,0,0,0,50,3.42
GWS,325,Lesbian/Queer Media Cultures,0,12,8,1,0,0,0,0,0,0,0,0,0,0,21,3.84
GWS,333,Memoir & Autobiography,3,12,0,4,1,0,2,2,0,0,0,0,0,0,24,3.54
GWS,335,"Film, TV, and Gender",11,90,45,24,16,5,2,4,3,0,1,1,6,2,208,3.51
GWS,337,Interrogating Masculinities,0,2,6,0,0,4,0,0,0,0,0,0,10,0,22,1.85
GWS,345,Digital & Gender Cultures,38,58,5,4,17,0,1,7,0,0,0,0,3,0,133,3.63
GWS,350,Feminist & Gender Theory,23,75,42,25,22,7,5,6,5,0,6,0,1,2,217,3.47
GWS,355,Beauty and Culture,9,22,9,6,1,3,1,0,1,0,1,0,1,0,54,3.57
GWS,363,"Gender, Health & Pop Culture",6,15,26,19,22,22,4,2,0,1,0,0,1,0,118,3.24
GWS,366,Feminist Disability Studies,17,19,5,2,5,1,0,0,1,0,0,0,0,0,50,3.77
GWS,370,Queer Theory,24,68,39,22,31,17,7,14,5,0,2,1,18,3,248,3.14
GWS,378,Fairy Tales & Gender Formation,27,92,82,49,22,12,7,2,1,0,0,0,10,1,304,3.49
GWS,380,Black Women Hist & Cultures,30,21,5,3,0,4,2,6,8,2,1,1,0,0,83,3.34
GWS,382,Black Women & Popular Culture,3,1,9,7,8,5,2,4,2,1,0,0,4,1,46,2.76
GWS,385,Transnational Sexualities,3,48,34,22,8,2,3,4,0,0,1,0,3,0,128,3.5
GWS,387,History of Sexuality in U.S.,11,62,34,17,24,6,4,4,1,1,4,0,11,1,179,3.27
GWS,395,Gender and Human Rights,5,4,3,1,5,1,1,0,1,0,1,0,0,0,22,3.32
GWS,478,"Sex, Power and Politics",0,10,4,3,4,1,0,0,0,0,0,0,0,0,22,3.61
GWS,485,The Politics of Fashion,1,18,3,0,0,0,1,1,1,0,0,0,0,1,25,3.72
HDFS,101,"Opportunities, Careers in HDFS",93,452,23,12,72,9,6,27,3,3,8,0,20,3,728,3.61
HDFS,105,Intro to Human Development,1966,6336,393,243,1307,95,73,300,27,22,75,8,89,18,10934,3.71
HDFS,108,Grief/Loss Across the Lifespan,89,106,24,9,3,4,3,1,3,1,1,1,1,0,246,3.8
HDFS,120,Intro to Family Studies,159,1121,340,235,343,84,71,101,23,13,15,7,38,6,2550,3.47
HDFS,199,Grief & Loss,17,55,2,1,4,0,0,0,0,0,0,0,1,0,80,3.88
HDFS,206,Early Childhood Curriculum Dev,0,206,2,10,32,0,0,9,0,0,0,0,1,2,260,3.76
HDFS,207,Self in Context,19,15,5,3,1,0,1,0,1,0,0,0,0,0,45,3.81
HDFS,208,Child and Family Inclusion,173,581,12,23,32,5,1,7,1,1,4,0,10,2,850,3.85
HDFS,220,Families in Global Perspective,243,769,439,267,220,150,99,74,23,39,19,11,24,5,2377,3.41
HDFS,225,Close Relationships,113,383,164,102,95,39,26,30,7,6,10,5,23,2,1003,3.46
HDFS,261,Self-Help Group Dev & Process,5,8,16,8,5,1,0,2,0,0,2,0,2,0,49,3.29
HDFS,290,Intro to Research Methods,117,224,167,126,109,72,33,38,20,10,9,7,16,3,948,3.3
HDFS,301,Infancy & Early Childhood,9,358,147,88,118,63,45,47,15,16,14,8,8,6,936,3.3
HDFS,305,Middle Childhood,145,327,72,53,55,24,10,19,4,2,4,0,2,3,717,3.67
HDFS,310,Adult Development,96,180,95,35,24,24,11,6,6,0,1,2,5,0,485,3.62
HDFS,320,Families and the Law,27,23,10,5,10,6,2,1,1,0,1,1,1,1,88,3.52
HDFS,322,US Latina and Latino Families,108,90,32,22,32,9,5,3,2,0,3,0,5,0,311,3.62
HDFS,330,Statistics for Everyday Life,12,14,10,5,3,4,0,2,0,0,0,0,1,0,51,3.55
HDFS,335,"Food, Identity, & Family Life",0,13,8,6,9,2,1,0,2,0,1,0,2,0,44,3.19
HDFS,340,"Gender, Relationshps & Society",103,235,82,50,72,29,14,30,13,0,6,4,9,4,647,3.46
HDFS,379,Learning Exp South Africa,0,77,0,0,1,0,0,0,1,0,0,0,0,1,79,3.96
HDFS,398,Families and the Law,11,6,3,1,0,0,2,0,0,0,0,0,1,0,24,3.62
HDFS,401,Socialization and Development,78,418,25,16,108,6,1,25,1,0,5,1,6,1,690,3.66
HDFS,405,Adolescent Development,221,252,144,72,57,27,20,10,5,3,4,4,7,3,826,3.62
HDFS,408,Hospitalized Children,83,255,42,28,17,5,4,4,2,0,7,4,2,2,453,3.74
HDFS,420,Inequality Public Pol & US Fam,109,174,101,40,16,6,1,3,1,0,0,0,1,2,452,3.78
HDFS,425,Family Stress and Change,129,259,87,39,39,15,15,8,6,2,5,1,5,1,610,3.65
HDFS,426,Family Conflict Management,80,137,81,59,68,39,28,27,13,9,7,2,13,4,563,3.25
HDFS,444,"LGBT Indiv, Fam & Community",3,16,8,5,4,2,1,2,0,1,0,0,2,0,44,3.34
HDFS,494,STRONG Kids Program,0,19,0,0,4,0,0,1,0,0,0,0,0,0,24,3.75
HIST,100,Global History,428,1298,631,402,439,180,126,131,43,26,33,10,98,12,3845,3.4
HIST,101,History Now!,7,40,33,17,27,3,4,1,0,1,0,0,10,0,143,3.27
HIST,102,Reacting to the Past,3,20,12,9,8,7,3,1,1,0,3,0,1,0,68,3.27
HIST,103,History of Everything,51,156,134,84,65,37,13,9,4,2,0,1,6,0,562,3.47
HIST,104,Black Music,248,502,165,74,54,20,10,17,8,5,6,0,19,2,1128,3.68
HIST,105,Latin America to Independence,4,98,71,66,45,18,21,8,4,1,3,1,4,1,344,3.34
HIST,106,Modern Latin America,18,46,39,41,52,19,14,7,3,1,0,1,7,2,248,3.21
HIST,110,History of Africa,7,53,81,73,50,30,20,4,5,1,1,1,3,1,329,3.27
HIST,111,History of Africa to 1800,14,36,22,8,15,0,2,7,2,0,5,0,2,0,113,3.36
HIST,112,History of Africa from 1800,10,21,5,9,4,1,2,6,1,2,2,0,3,0,66,3.18
HIST,120,East Asian Civilizations,172,482,274,199,201,108,59,83,50,20,22,16,86,2,1772,3.17
HIST,130,History of South Asia,7,72,62,51,38,8,5,4,1,1,2,1,11,1,263,3.32
HIST,135,History of Islamic Middle East,0,26,36,44,43,37,10,9,5,0,0,0,5,1,215,3.07
HIST,141,Western Worlds: Ancient & Mdvl,40,237,164,188,258,109,77,68,40,11,16,4,43,4,1255,3.04
HIST,142,Modern Europe and the World,42,179,127,121,117,65,26,25,15,4,4,2,21,1,748,3.24
HIST,164,The Automobile,1,126,72,36,26,7,3,3,3,0,1,4,18,2,300,3.37
HIST,170,US History to 1877-ACP,1,14,3,1,4,1,0,0,1,0,0,1,1,0,27,3.38
HIST,171,US History to 1877,123,372,295,231,242,102,50,49,25,12,14,9,50,6,1574,3.25
HIST,172,US History Since 1877,109,479,440,323,345,147,61,61,29,13,21,10,34,6,2072,3.3
HIST,199,HIST at IL and You,39,74,12,0,6,5,0,1,2,0,0,0,4,0,143,3.73
HIST,200,Intro Hist Interpretation,7,87,70,46,39,15,7,9,1,1,0,0,12,2,294,3.33
HIST,202,American Environmental History,17,31,24,31,19,20,9,11,3,1,8,2,12,1,188,2.94
HIST,203,Reacting to the Past,31,82,16,6,9,4,0,1,2,0,2,0,5,0,158,3.64
HIST,205,Lived Experience Latin America,30,53,62,24,25,5,4,2,0,1,0,0,2,0,208,3.57
HIST,207,Digital Documentary Publishing,2,29,20,10,4,1,2,3,0,0,0,0,0,0,71,3.61
HIST,211,History of Southern Africa,28,69,40,16,28,7,7,10,0,2,2,0,1,1,210,3.48
HIST,212,History of Eastern Africa,4,19,8,13,18,6,2,5,1,1,0,2,6,0,85,2.98
HIST,213,African Muslim Societies,20,27,27,21,9,5,2,2,0,1,3,1,0,0,118,3.48
HIST,220,Traditional China,12,55,51,64,60,35,46,21,8,4,5,2,17,8,380,2.94
HIST,221,Modern China,45,121,106,78,43,20,11,3,2,1,0,2,1,2,433,3.54
HIST,222,Chinese Thght Confucius to Mao,0,6,12,20,21,11,6,8,4,3,1,0,5,2,97,2.77
HIST,226,Premodern Japanese History,0,11,11,10,10,4,1,0,1,0,0,0,1,1,49,3.31
HIST,227,Modern Japanese History,3,41,23,26,33,20,17,7,7,2,0,0,6,2,185,3.07
HIST,236,Madness and Modern Society,12,156,231,69,34,18,5,6,1,1,1,0,8,1,542,3.56
HIST,240,Ancient Greek Civilization,10,83,0,23,9,0,3,6,0,0,0,0,0,0,134,3.69
HIST,241,History of Ancient Rome,20,481,0,308,151,0,44,31,0,9,2,0,11,0,1057,3.46
HIST,245,"Wives, Workers and Witches",8,45,75,29,33,23,11,8,4,2,8,0,9,2,255,3.15
HIST,247,Medieval Europe,9,31,8,17,17,9,5,5,2,1,1,3,11,2,119,2.94
HIST,251,Warfare Milit Insts & Soc,21,24,55,76,117,104,79,60,17,7,5,0,12,4,577,2.79
HIST,252,The Holocaust,5,68,79,62,69,30,13,7,4,1,0,0,6,1,344,3.28
HIST,253,Enlightenment to Existentialsm,6,44,38,13,6,9,2,4,0,1,0,0,6,1,129,3.4
HIST,255,British Isles to 1688,9,36,44,40,42,22,20,12,1,4,2,1,16,3,249,2.97
HIST,256,Britain and World Since 1688,0,49,30,27,27,10,14,9,5,2,1,0,8,0,182,3.11
HIST,257,"Terrorism, Past and Present",3,3,6,7,9,8,7,6,5,0,0,1,2,1,57,2.72
HIST,258,20thC World to Midcentury,37,86,83,85,85,50,23,16,10,4,5,5,30,0,519,3.05
HIST,259,20thC World from Midcentury,36,191,143,90,87,48,22,18,10,4,4,5,16,2,674,3.32
HIST,260,History of Russia,12,92,88,60,77,35,12,14,3,0,1,1,11,0,406,3.27
HIST,262,Zionism: A Global History,70,35,25,6,5,5,2,10,0,1,0,1,16,0,176,3.33
HIST,263,US History of Medicine,8,116,108,74,88,23,13,14,4,0,5,0,7,0,460,3.34
HIST,264,Technology in Western Society,25,87,90,40,33,17,12,9,13,6,0,0,1,0,333,3.4
HIST,265,Science in Western Culture,1,18,17,18,12,9,5,4,1,0,0,0,3,0,88,3.18
HIST,268,The Darwinian Revolution,1,17,7,8,5,2,1,0,0,0,0,0,1,0,42,3.5
HIST,269,Jewish History Since 1700,82,144,73,24,24,17,4,7,5,1,5,2,35,2,423,3.33
HIST,270,United States History to 1815,1,3,6,7,11,3,1,2,0,0,0,0,0,0,34,3.2
HIST,271,Nineteenth Century America,6,56,56,41,64,26,20,28,10,3,4,1,10,2,325,3.01
HIST,272,Twentieth Century America,9,61,40,34,38,26,20,15,7,6,2,0,6,1,264,3.11
HIST,273,Illinois History,47,171,159,111,129,59,24,28,15,5,6,2,14,0,770,3.27
HIST,274,"US Foreign Relations, 1917-",9,70,77,48,55,26,8,6,2,1,5,0,9,1,316,3.27
HIST,275,Afro-American History to 1877,27,74,37,21,19,9,3,7,10,0,0,1,1,0,209,3.49
HIST,276,Afro-American Hist Since 1877,8,30,24,20,29,7,2,4,0,0,1,0,2,0,127,3.35
HIST,277,Encounters in Native America,28,157,72,54,56,33,14,14,13,2,3,5,6,3,457,3.35
HIST,278,Native American History,22,44,35,16,23,12,9,9,3,0,6,0,4,1,183,3.26
HIST,279,Mexican-American History,1,7,16,11,8,3,2,2,0,0,0,0,0,0,50,3.36
HIST,280,Caribbean Latina/o Migration,6,108,122,50,26,0,2,3,1,0,1,0,0,0,319,3.64
HIST,281,Constructing Race in America,74,383,164,81,71,37,12,19,8,1,7,1,38,4,896,3.46
HIST,283,Asian American History,42,178,91,43,81,25,10,10,9,0,6,0,14,1,509,3.4
HIST,285,US Gender History to 1877,14,98,36,20,5,4,4,9,1,1,3,1,3,0,199,3.55
HIST,286,US Gender History Since 1877,10,74,39,18,26,17,9,4,1,1,2,0,3,1,204,3.41
HIST,287,African-American Women,21,21,23,15,22,12,11,5,1,0,0,1,3,1,135,3.25
HIST,293,The President and the People,0,7,9,5,2,1,1,0,0,1,0,0,1,1,27,3.33
HIST,300,Topics in Film and History,29,128,93,65,49,29,12,4,5,3,5,2,6,0,430,3.41
HIST,305,Andean Countries of S America,0,3,6,7,7,4,5,2,0,0,1,0,0,0,35,3.02
HIST,306,History of Central America,0,1,4,3,2,7,3,3,2,0,0,0,2,0,27,2.58
HIST,307,History of Mexico from 1519,17,46,29,8,12,1,1,1,1,0,0,0,0,0,116,3.7
HIST,308,The Caribbean Since 1492,6,3,6,1,3,0,3,0,0,0,2,0,2,0,26,3.05
HIST,310,Global Capitalism in History,28,53,33,21,10,3,2,1,1,0,0,0,1,0,153,3.67
HIST,311,Global History of Intelligence,6,62,32,27,34,12,5,4,5,2,4,2,4,0,199,3.26
HIST,312,Immigrant America,16,39,22,9,31,11,1,1,2,1,1,0,3,0,137,3.38
HIST,314,Material Culture,0,26,13,18,6,1,2,0,0,0,0,0,0,0,66,3.59
HIST,315,"Discovery, Tourism and Travel",1,5,7,7,10,6,5,3,1,0,0,0,0,0,45,3.07
HIST,316,Global Histories of Gender,2,15,4,2,0,0,0,0,0,0,0,0,0,0,23,3.88
HIST,317,Birth of US Empire,0,13,5,1,1,0,0,1,0,0,1,3,0,0,25,3.27
HIST,334,Modern Palestinian History,0,2,5,7,7,3,0,0,2,1,0,0,0,0,27,3.09
HIST,335,Middle East 1566-1914,5,27,33,37,24,11,9,5,2,0,0,0,5,1,158,3.22
HIST,337,Middle East Since World War I,16,36,32,39,33,19,4,12,2,0,1,3,3,0,200,3.22
HIST,338,Egypt Since World War I,0,3,6,3,3,7,2,0,0,0,0,0,0,0,24,3.18
HIST,339,The Early Russian Empire,0,1,5,10,8,3,1,0,0,0,0,0,0,0,28,3.21
HIST,342,Cultural Hist of Technoscience,2,6,6,3,3,3,0,0,1,0,0,0,0,0,24,3.45
HIST,343,Technology & Sport,0,19,13,2,3,0,0,0,0,0,0,0,1,0,38,3.67
HIST,344,Early Modern British Isles,0,6,5,5,2,5,1,0,0,0,0,0,0,0,24,3.36
HIST,345,Medieval Civilization,9,28,34,28,25,12,11,8,7,3,2,0,4,1,171,3.11
HIST,346,The Age of the Renaissance,5,12,11,4,9,2,3,3,1,0,2,0,0,1,52,3.28
HIST,347,Protestant & Catholic Refs,2,21,27,19,20,12,9,3,4,0,1,1,4,2,123,3.1
HIST,348,Early Euro Absolut & Expansion,2,25,26,21,11,7,6,3,2,0,1,0,0,0,104,3.36
HIST,349,"Age of Revolution, 1775-1815",14,28,23,18,14,5,2,4,0,0,1,0,6,0,115,3.32
HIST,350,19thC Romanticism & Politics,0,31,37,17,9,12,5,0,0,2,1,0,3,2,117,3.34
HIST,352,Europe in the World,3,46,33,24,19,18,18,8,4,1,6,0,5,3,185,3.1
HIST,353,European History 1918 to 1939,10,69,38,22,20,8,0,1,3,0,1,1,1,3,174,3.56
HIST,354,Twentieth Century Europe,9,77,33,15,17,13,6,3,6,1,2,0,7,2,189,3.36
HIST,355,Soviet Jewish History,0,24,11,7,4,1,0,1,0,0,0,1,1,0,50,3.54
HIST,356,Modern Balkans thru Lit & Film,8,36,13,9,5,2,4,1,0,0,0,0,4,0,82,3.48
HIST,357,Modern France,6,24,30,29,27,5,5,2,0,0,1,0,1,1,130,3.37
HIST,358,History Harvest,15,21,9,2,1,2,0,2,0,0,0,0,0,0,52,3.77
HIST,361,Euro Thght & Soc Since 1789,11,27,28,11,13,6,3,0,0,1,0,0,2,1,102,3.48
HIST,364,The Science of Human Nature,1,6,5,6,4,1,0,1,0,0,0,0,1,0,25,3.32
HIST,365,Fict & Historical Imagination,12,62,37,13,10,8,2,2,2,1,1,0,5,1,155,3.49
HIST,367,History of Western Medicine,1,19,23,10,13,8,4,2,1,1,0,0,1,0,83,3.31
HIST,368,The Darwinian Revolution,4,10,9,1,1,0,1,0,0,0,0,0,0,0,26,3.76
HIST,369,Spain and Portugal from 1808,0,1,3,5,5,4,5,0,1,0,0,0,0,2,24,2.94
HIST,370,Colonial America,3,56,44,39,40,19,6,4,4,0,1,1,3,0,220,3.31
HIST,371,The American Revolution,8,48,22,21,19,8,5,6,2,0,2,0,2,0,143,3.37
HIST,372,"America's Republic, 1780-1880",27,17,4,4,4,4,0,3,0,0,2,0,2,0,67,3.5
HIST,373,Origins of the Civil War,11,52,67,51,42,16,6,7,2,0,0,0,4,1,258,3.36
HIST,374,Civil War and Reconstruction,42,82,97,76,88,47,20,13,7,4,8,0,13,1,497,3.2
HIST,375,Soc History Indus Am to 1918,0,4,7,4,4,1,2,7,1,0,0,0,0,0,30,3.0
HIST,376,Soc History Indus Am from 1918,0,10,19,15,19,15,3,1,1,0,1,0,0,0,84,3.2
HIST,377,United States since 1932,1,31,17,18,21,11,6,3,3,0,1,0,2,0,114,3.23
HIST,380,US in an Age of Empire,5,37,32,13,21,7,4,6,2,0,1,2,6,0,136,3.22
HIST,381,Urban History,11,43,41,25,21,5,9,5,4,0,1,2,2,0,169,3.35
HIST,390,Integration & American Sports,8,116,91,47,16,6,4,3,0,0,5,0,1,1,297,3.61
HIST,392,The 1960s in the U.S.,15,32,26,25,9,5,1,0,0,0,0,0,2,0,115,3.56
HIST,394,Hidden Political Figures,16,24,12,7,7,3,4,1,2,0,0,0,2,1,78,3.47
HIST,396,The Irish in Ireland and Amer,13,57,36,13,24,13,3,3,2,0,1,1,1,0,167,3.47
HIST,397,Sexuality in Modern Europe,1,9,24,25,17,7,8,1,0,1,1,0,4,0,98,3.1
HIST,400,"War, Soc, Politics, & Culture",0,27,9,9,6,4,2,3,3,0,1,0,4,0,68,3.18
HIST,401,History of Terrorism,2,3,3,3,4,4,3,0,0,0,1,0,0,0,23,3.12
HIST,405,History of Brazil from 1808,1,13,8,1,0,1,0,2,0,0,0,0,0,0,26,3.67
HIST,406,History of Mexico from 1519,1,7,11,9,2,6,3,2,2,0,0,1,4,0,48,2.9
HIST,407,Slavery & Race in Latin Am,0,5,4,3,3,2,0,0,0,0,1,0,4,0,22,2.73
HIST,410,Decolonization in Africa,0,14,12,2,8,1,1,2,1,0,0,0,2,0,43,3.29
HIST,422,Soc-Econ Hist Modern China,0,15,22,21,14,3,4,1,0,0,0,0,2,0,82,3.32
HIST,427,Twentieth-Century Japan,0,13,3,3,2,0,0,0,0,0,0,0,1,0,22,3.59
HIST,437,Middle East in 20th Century,0,1,9,5,9,7,1,0,0,0,0,0,0,0,32,3.18
HIST,439,The Ottoman Empire,11,74,30,20,22,10,3,0,2,0,0,1,5,2,178,3.49
HIST,440,Roman Republic to 44 B C,6,42,8,5,6,0,0,0,0,0,0,0,0,1,67,3.82
HIST,441,The Roman Empire,0,55,21,19,9,0,4,2,0,0,0,0,0,0,110,3.64
HIST,442,Roman Law and Legal Trad,0,11,0,7,7,0,5,3,0,0,0,0,0,0,33,3.21
HIST,443,Byzantine Empire AD 284-717,3,61,10,13,15,0,3,1,0,0,0,0,1,1,107,3.64
HIST,445,Medieval England,1,4,11,6,4,2,1,1,0,1,1,0,2,0,34,3.07
HIST,446,Early Modern British Isles,0,10,16,9,10,3,1,1,0,1,0,0,1,2,52,3.31
HIST,447,Britain Stuart Age 1603-1688,3,10,3,6,3,3,0,0,0,0,0,0,0,0,28,3.57
HIST,450,European Working Class History,0,3,5,1,3,2,5,1,3,0,1,0,0,2,24,2.82
HIST,455,France 1815-1920,0,11,14,5,0,0,0,0,0,0,0,0,1,0,31,3.61
HIST,456,Twentieth-Century Germany,0,6,5,5,5,3,2,2,0,0,0,0,0,0,28,3.24
HIST,460,Russia to Peter the Great,0,0,11,5,4,3,1,1,1,0,0,0,1,1,27,3.08
HIST,461,Russia- Peter the Great to Rev,3,13,27,24,15,6,0,1,0,0,2,0,1,0,92,3.35
HIST,462,Soviet Union Since 1917,1,18,19,13,9,3,2,0,1,0,0,1,1,0,68,3.4
HIST,466,The Balkans,0,23,11,9,14,9,4,3,0,0,1,1,4,0,79,3.11
HIST,467,Eastern Europe,2,5,1,6,4,1,3,2,0,0,0,0,2,0,26,2.97
HIST,471,History of American Families,0,30,16,6,3,1,2,0,0,2,0,0,4,0,64,3.4
HIST,472,Immigrant America,0,16,16,9,6,2,1,1,0,0,1,0,0,1,52,3.49
HIST,473,Crises of Political Tolerance,0,1,5,5,6,5,3,1,1,0,0,0,1,0,28,2.89
HIST,476,History of the American West,2,10,1,2,4,0,0,2,0,0,0,0,0,0,21,3.54
HIST,481,US Intel Cultr Hist from 1859,0,2,9,7,2,2,0,0,1,0,0,0,0,0,23,3.36
HIST,488,The American Political Divide,1,6,3,1,5,1,1,1,0,0,0,0,2,0,21,3.06
